_	تر خط لاندې, زیرکی, ټیټ پوټکی, ټیټه کرښه, ډش, کرښه
-	منفي, هایفن, هایفن منفي, ډش
‐	هایفن, ډش
–	پای, پای کرښک, کرښک
—	اوږده, اوږده کرښک, کرښک
―	افقي پټه, بار, ليکه, ډش
・	انټرپانکټ, میډوت, نقطې, کټکانا, کټکانا منځنۍ نقطه
,	،, کوما
،	عربي, عربي کوما, کوما
、	ایډیولوژیک, ایډیګرافیک کوما, کوما
;	نیمه کولون
؛	عربي, عربي نیمه کولون, نیم کولون
:	کولون
!	بنګ, ویاړ, ویاړ ټکی, ویلو نښه
¡	بدل شوی, بدل شوی ویلو نښه, بنګ, ویاړ, ویلو نښه, ویلو ټکی
?	پوښتنې, پوښتنې نښه
¿	بدل شوی, بدل شوی پوښتنې نښه, پوښتنې, پوښتنې نښه
؟	عربي, عربي پوښتنې نښه, پوښتنې, پوښتنې نښه
.	بشپړ درول, دوره, موده, ډوټ
…	بیضوی, غلا کول, نقطې
。	ایډیولوژیک, ایډیولوژیکه دوره, بشپړ درول, دوره
·	درونی, منځوني, مینځني ټکي, ټکي
'	حواله, د اسټروپروف, سمارټ حواله, ټايپ رېټر اسټروپروف, یوه حواله
‘	اسټروپروف, حواله, هوښیاري رایی, چپ اسټروپروف, یوه برخه
’	حواله, د اسټروپروف, سمارټ حواله, ښیې ایسستروف, یوه حواله
‚	اسټروپروف, حواله, ټیټ حواله, ټیټ ښی اسټروپروف
“	حواله, دوه حواله, سمارټ وینالېږد, وینالېږد, چپ وینالېږد نښه
”	حواله, دوه حواله, سمارټ وینالېږد, وینالېږد, ښیې وینالېږد نښه
„	حواله, دوه حواله, سمارټ وینالېږد, ټیټه وینالېږد, ټیټې ښیې وینالېږد نښه
«	اخيستنښه, زاویه, قوسونه, هشتکونه, ښی وینالېږد نښه, کيڼ وینالېږد نښه, کیڼ, کیڼحولی
»	اخيستنښه, زاویه, قوسونه, هشتکونه, ښی, ښی وینالېږد نښه, کیڼحولی
)	غونډ بند, قوس, قوسونه, نږدى ځاځي, پارنز, پیرن
[	بریکٹ, مربع قوس, مربع قوس خلاص, کروک
]	لیندۍ, مربع قوس, مربع قوس بند, کروک
{	خلاص تاو قوس, قوس, کوسه, کوږ تړلی وزر, کوږ قوس, ګولینګ
}	تړل کوږ تړنه, کوسه, کوږ تړلی کرکیټ, ګرګوتي, ګولینګ
〈	د هندی غزو, زاویې بریکس خلاص, زاویې لیندۍ مهم ټکی, شیورون, قوس, کوچنی
〉	د هندی غزو, زاویې لیندۍ مهم ټکی, شیورون, قوس, نږدې زاویې لیندۍ, کوچنی
《	دوه زاویې قوه, دوه ګوني زاویې خلاص کړئ, قوس
》	دوه زاویې قوه, دوه ګوني زاویې وتړئ, قوس
「	قوس, کونج خلاص خط, کونج کونکی
」	قوس, نژدې کونج قوس, کونج کونکی
『	تشه کونج قوس, خالي کونج کونړ خلاص کړئ, قوس
』	تشه کونج قوس, خالي کونج قوس بند کړئ, قوس
【	خلاص تور لینز قوس خلاص, د غاړې کنده, قوس, لینز قوس
】	د تور لینز قوس بند, د لینز قوس, غاړې کنده, قوس
〔	خلاص شمشتې قوس, خولۍ قوس, قوس, کيشپ خولۍ قوس
〕	خولۍ قوس, قوس, کيشپ خولۍ قوس, کيشپ خولۍ قوس بند
〖	تش لینز قوس, تشې لینټیکالر قوس, خلاص تش لینګونه قوس, قوس
〗	تش لینز قوس, تشې لینټیکالر قوس, د تش لاسونو قوس بند کړئ, قوس
§	برخه, سلکرو, پاراګراف
¶	ایلینا, پارا, پاراګراف, پاراګراف نښه, پیلوټ
@	اروبا, اروبیس, امپرات, سوداګري په, سټودیل, په نښه
*️	ستوری, سټریک, ځنګلي کارت
/	جامد, ريونده, سلیش, وهل, ویرجول
\	شالید, وډ, پرځای جامع
&	امپرسند, امپرسنده, او, نور
#️	lb, شمیره, هشتګ, هوس, هوسۍنښه, پونډ
%	سلنه
‰	پر میل, پرامیل, پرمیل
†	خنجر, د خنجر نښه, ویش نښه
‡	دوګني ویش نښه, ویش نښه, ډیګر
•	ټکي, ګلوله
‧	لوړ ټکی, هایفن, ټکی, ډش
′	لومړی
″	دوه ګونی لومړی, لومړی
‴	درې ګونی لومړی, لومړی
※	حواله نښه
`	تلفظ, جدي, جدي تلفظ, لهجه
´	تلفظ, حاد, حاد تلفظ, لهجه
^	تلفظتلفظ, خولۍ, شیورون, محور, محور تلفظ, نښې, نښې نښه, پخه, ځواک, کنټرول, کیټ
¨	املت, ترمه, دیارزیس
°	ثبوت, درجه, ساعت
℗	ثبتول, د غږ ثبتولو نسخه حقوق, د نسخه حق, غږ
←	غشی, کي- ښکارونکی غشی, کي-- ښکارونکی غشی, کيڼ
→	غشی, ښي - ښکارونکی غشی, ښۍ
↑	بره, غشی, غځېدونکې غشی
↓	غشی, ښکته, ښکته-ښکارونکی غشی
⇅	بره, بره-ښیې او ښکته-ښیې غشی, غشی, ښکته
⇆	غشی, ښي, کيڼ, کيڼ اشاره باندې ښي اشاره غشي
∆	اضافه, مثلث
∇	دریڅنډي, نسکوره دریڅنډي
∈	د عنصر, شامل لري, عنصر, غړیتوب, مجموعه, څخه عنصر
+	جمع, جمع نښه, نښه
±	جمع منفي
÷	ویش نښه, وېش, وېش نښه, وېش کول
×	ضرب, ضرب نښه, ضرب ورکول, ضرف نښه, ځله
<	خلاص ټاګ, لږ - څخه, ټاګ
=	مساوي
≠	مساوي نه, نابرابري
>	لوی - څخه, نږدې نښه, ټاګ
¬	نفي, نه
|	vbar, بار, د شفر ټکان, عمودي ليکه, عمودي پټه, وهل, پايپ, پایک, چپک, کرښه
~	ټیلډ
−	ماتول, منفي, منفي نښه
⁻	بالانوشت, بالانوشت منفي, منفي
√	اصل عدد, افراطي, بنسټ, جذر, غیرناطق, مربع
∞	لامحدود, لامحدود نښهلامحدود نښه
∩	تقاطع, مجموعه
∪	اتحاد, مجموعه, ټولګه
≈	نږدې, نږدې مساوي
≡	ته یکسان, دری چنده, ورته, یکسان
≤	لږ یا مساوي, لږ-بیا, مساوي, نابرابري
≥	لوی - له مساوي, لوی یا مساوي, مساوي, نابرابري
⊂	زیر مجموعه, زیر مجموعه له, زیر مجموعه څخه, مجموعه
▲	غشی, مثلث, پورته, ډک شوی, ډکونکی - څرګندونې مثلث, ډکونکی - ښودونکی مثلث
▼	غشی, مثلث, ډک شوی, ډک شوی - نښې ښودونکی مثلث, ډک ښکته-اشاره د مثلث, ښکته
◊	الماس, روميبس, لوزینج, لوزینګ
○	تشه حلقه, تشه دایره, حلقه, زنګ
●	دایره, ډک شوی دایره
◯	حلقه, زنګ, لوی تش تشې حلقه, لوی تشه دایره
♪	اتم, اتم یادښت, سندره, یادښت
♭	سندره, فلیټ, هوار, یادښت
♯	تېز, تېزې, سندره, یادونه
😀	خندېدلی مخ, مخ, مسکا, مسکېدلی مخ
😃	خله, مخ, مسکا, مسکېدلی مخ د غټو سترګو سره, پېرته
😄	برسېره, خله, سترګه, مخ, مسکا, مسکېدلی مخ د مسکېدلی سترګو, مسکېدلی مخ د مسکېدلی سترګو سره
😁	خندا, سترګه, مخ, مسکا, پړقېدونکی مخ دمسکېدلي سترګو سره
😆	خله, خندا, قانع, مخ, مسکا, مسکېدلی نيمکښ مخ
😅	برسېره, خوله, مخ, مسکا, مسکېدلی مخ د خولو سره, يخ
🤣	خندل, د خندا نه په فرش رغړېدل, فرش, مخ
😂	اوښکې, خندا, خوشالي, د خوشحالۍ د اوښکو مخ, مخ
🙂	لږ مسکېدلی مخ, مخ, مسکا
🙃	مخ, نسکور, نسکور مخ
🫠	تحلیل, خټکی مخ, مایع, منګول, ورکیدل
😉	سترګه وهل, سترګه وهونکی مخ, مخ
😊	سترګه, شرمېدل, مخ, مسکېدونکی مخ د مسکېدونکې سترګو
😇	فرشته, مخ, مسکېدونکی مخ د هالې سره, معصوم, هاله
🥰	د زړه مينه, زړونه, ماتول, مسکېدونکی, مسکېدونکی مخ د زړونو سره, په مينه کې
😍	سترګه, مخ, مسکا, مسکېدونکی مخ د زړه سترګو سره, مينه
🤩	خندل, سترګې, ستورو وهلی, ستوری, مخ
😘	د الوزونکي مچولو مخ, مخ, مچول
😗	مخ, مچول, مچوونکی مخ
☺️	آوټلاين, دمه, مخ, مسکا, مسکېدلی مخ
😚	بندې, سترګه, مخ, مچول, مچوونکی مخ د بندو سترګو سره
😙	سترګه, مخ, مسکا, مچول, مچوونکی مخ د مسکېدلې سترګو سره
🥲	اوښکې, خندېدونکی, خندېدونکی مخ د اوښکو سره, قانع, مغرور, منندويه, پارېدلی
😋	خوند اخيستنه, خوندور, له خوړو خوند اخيستونکی مخ, مخ, مسکا, يم
😛	د ژبې مخ, مخ, ژبه
😜	سترګه, سترګه وهل, سترګه وهونکی مخ سره د ژبې, مخ, ملنډه, ژبه
🤪	احمق, ستر, سترګه, مسخره مخ, کوچني
😝	خوند, د کږو سترګو مخ سره د ژبې, سترګه, مخ, ډاروونکې, ژبه
🤑	خوله, د پېسو د خولې مخ, مخ, پېسې
🤗	غاړه ورکوونکی مخ, غېږه, غېږه کې نيول, مخ
🤭	سوځول, لاس په خوله مخ
🫢	حیرانتیا, د خلاص سترګو سره مخ او په خولې لاس, شرم ویره, ویره, کفر
🫣	د راوتلی سترګو سره مخ, لیدل, مایل, کتل
🤫	غلی, کرارول, کرارونکی مخ
🤔	فکرمند, فکرمند مخ, مخ
🫡	سرتیري, سلام مخ, سلام کول, سمه ده, لمر, هو
🤐	خوله, د ځنځير د خولې مخ, مخ, ځنځير
🤨	بدګماني, د اوچتو شويو وريځو مخ, شکمن
😐️	بې پلوه, بې پلوه مخ, مخ, ځای په ځاي
😑	بې اثره, بې تاثيره, بې تاثيره مخ, بې هيجانه, مخ
😶	خله, غلې, مخ, پرته له خولې مخ, په قلاره
🫥	خپګان, د نه لیدو وړ, مخاطب, نخښه شوی لیکې مخ, ورکیدل, پټول
😶‍🌫	سر په ورېځو کې, غیرحاضر, په وريځو مخ, په وريځو کې مخ, په ګند کې مخ
😏	د ملنډو خندا, د ملنډو د خندا مخ, مخ
😒	غمجن, مخ, ناخوشاله, پښيمانه مخ
🙄	تاووهونکې, د تاوهونکو سترګو مخ, سترګې, مخ
😬	بړوستوب, بړوسېدلی مخ, مخ
😮‍💨	خولې, د تنفس مخ, راحت, ساه ایستل, سیټي, څاڅکی, ګاز
🤥	دروغ, دروغ مخ, مخ, پينوشو
😌	خوشحاله, خوشحاله مخ, مخ
😔	د فکر مخ, غمجن, فکرمند, مخ
😪	خوب, خوبيولى مخ, مخ
🤤	د خندا وړ, د خندا وړ مخ, مخ
😴	خوب, د خوب مخ, ززز, مخ
😷	سره د طبي ماسک مخ, سوړ, مخ, ناروغه, ډاکټر
🤒	ترماميټر, رنځور, سره ترمامیتر مخ, مخ, ناروغه
🤕	بنداژ, زخمي, سره سر-بنداژ مخ, مخ بنداژ, ژوبل
🤢	زړه بدوالی مخ, قي کول, مخ
🤮	قي کول, قی کوونکی مخ, ناروغه
🤧	مخ, پرنجېدل, پرنجېدونکی مخ, ګيسونهيټ
🥵	تود, تود مخ, د تودوخې, د خولې, سور مخ, ګرم
🥶	آسماني رنګ مخ, آيسيکل, سوړ, سوړ مخ, کنګل, کنګل شوې
🥴	خندور مخ, خوځيدونکې خوله, سرګرځېدونکې, پرکاله, ګډوډي سترګې
😵	سرګرزنی, سرګرزنی مخ, مخ
😵‍💫	ستونزه, سرپل, مخ سرپل سترګې, هه, هیپنوټائز, چکر
🤯	حيران, چاودیدلی سر
🤠	خولۍ, د چروایي خولۍ مخ, غوبنه, غوبه, مخ
🥳	خولۍ, نمانځنه, پارټي, پارټي کوونکی مخ, ښکر
🥸	اصل ماهيت بدلوونکی مخ, عېنکې, ماهيت بدلول, مخ, نه پېژندونکی, پوزه
😎	د لمر عينکې, لمر, مخ, مسکېدونکی مخ د لمر دعينکو سره, پړقېدونکې, کول
🤓	بيګانه, بېګانه مخ, مخ, ګيک
🧐	تړبوخته, د يوې سترګې عينکې مخ
😕	مخ, وارخطا, وارخطا مخ
🫤	بې باوري, د مثلث خولې سره مخ, شکمن, مایوسه, میه
😟	اندېښمن, اندېښمن مخ, مخ
🙁	تريو تندې, د لږ تريو تندي مخ, مخ
☹️	تريو تندې, د تريو تندي مخ, مخ
😮	بيرته, خوا خوږي, خوله, د بېرته خولې مخ, مخ
😯	حيران, د چپې خولې مخ, مخ, چپ, ګنګس
😲	بشپړ, حيران, حيران مخ, مخ, پښيمانه
😳	سر ګرځيدل, سور او تود, سور او تود مخ, مخ
🥺	ادعا کول, رحم, وکالت کوونکی مخ, وکالت کوونکے مخ, پپي سترګې
🥹	خفه, د اوښکو شاته نیولو مخ, غوسه, مقاومت, وياړ, ژړا
😦	د تريو تندې او خلاصې خولې مخ, د خلاصې خولې سره ځړونکی مخ
😧	مخ, کړوونکی, کړوونکی مخ
😨	مخ, ډار, ډارونکی, ډارونکی مخ, ډارېدلی
😰	آسماني رنګ, اندېښمن مخ د خولې سره, بې مينې, تندي, خوله, مخ
😥	اف, دمه, مايوسه, مخ, پښيمانه خو دمه مخ
😢	اوښکې, مخ, پښيمانه, ژړل, ژړېدونکی مخ
😭	اوښکې, سلګۍ, لوړ غږ ژړا مخ, مخ, په لوړ غږ ژړا مخ, پښيمانه, ژړل
😱	غې مخ, په ډار کې ژړېدونکی مخ, چ, ډار, ډارېدلې
😖	مخ, ګډوډ, ګډوډ مخ
😣	سخت سری, سخت سری مخ, مخ
😞	مايوسه, مايوسه مخ, مخ
😓	بې مينې, خوله, غمجن مخ سره د خولې, مخ
😩	بېزاره مخ, ستومانه, ستړې, مخ
😫	ستړى, ستړي مخ, مخ
🥱	ارږمی کول, تنګ شوی, د ارږمي مخ, ستړی
😤	بريا, د پوزې د پخار مخ, فتح, مخ
😡	د بوڅې شونډې مخ, سور, شونډه بوڅول, غصه, قهرجن, لېوني, مخ
😠	قهرجن, قهرجن مخ, ليونې, مخ
🤬	قسم خوړل, په خوله کې د سمبول مخ
😈	د ښاپېرو کيسه, مخ, مسکا, مسکېدلی مخ د ښکرو سره, ښکر
👿	د شيطان بچي, شيطان, قهرجن مخ د ښکرو سره, مخ, وهم
💀	د ښاپېرو کيسه بلا, مخ, مرګ, کوپړۍ
☠️	اووښتي هډوکي, بلا, مخ, مرګ, کوپړۍ او اووښتي هډوکي, کوپړۍ او اووښي هډوکي
💩	پو دا پخی
🤡	مخ, ټوکي, ټوکي مخ
👹	بلا, د ښاپېرو کيسه, ديو, مخ, مخلوق
👺	بلا, د ښاپېرو کيسه, مخ, مخلوق, پېری
👻	بلا, د ښاپيرو کيسه, شيشکه, مخ, مخلوق
👽️	اوفو, توريد, د بلې زمکې, مخ, مخلوق, پرديو, پردیو
👾	اوفو, بلا, د بلې زمکې, مخ, مخلوق, ناشنا, ناشنا بلا
🤖	بلا, روبوټ, مخ
😺	برسېره, خندېدونکی, خوله, د پيشو خندېدونکی مخ, مخ, مسکا, پيشو
😸	خندېدونکی, خندېدونکی پيشو د مسکېدونکي سترګو ستره, سترګه, مخ, مسکا, پيشو
😹	اوښکې, خوشالي, مخ, پيشو, پيشو د خوشالۍ د اوښکو سره
😻	زړه, سترګه, مخ, مسکا, مسکېدلی پيشو د زړه د سترګو سره, مينه, پيشو
😼	د ملنډې مسکا, مخ, مسکا, پيشو, پيشو د کږې خندا سره, کوږ
😽	سترګه, مخ, مچول, مچوونکی پيشو, پيشو
🙀	او, حيران, ستړی, ستړی پيشو, مخ, پيشو
😿	اوښکې, خپه, مخ, پيشو, ژړل, ژړېدونکی پيشو
😾	مخ, پيشو, ډېوه خولی, ډېوه خولی پيشو
🙈	وګورئ بریښنايي بندر
🙉	اوریدل بریښنايي بندر
🙊	غږېدل بریښنايي بندر
💋	شونډي, مچو, مچو نښه
💌	د مینې لیک, زړه, لیک, مینه
💘	تیر, تیر وهلی زړه, تیر وهلۍ زړه, کاپي
💝	تړلۍ, تړلۍ زړه, عاشقانو ورځ
💖	زړه پوری, ځلاداره, ځلاداره زړه
💗	زړه پوری, ضربان, غټیدونکې, غټیدونکې زړه, وارخطا
💓	زړه ضربان, ضربان, ضربان زړه, ځړولی
💞	تړلۍ, تړلۍ زړونه
💕	دوه زړونه, مینه
💟	زړه, سینګار زړه
❣️	د زړه ندا, ندا, نښه, وقفه
💔	مات, مات زړه, مات شوی
❤‍🔥	زړه, زړه اور, سوځول, سپیڅلی زړه, شوق, مینه
❤‍🩹	حي, روغول, وده کول, ښه, ښه کول, ښه کول زړه
❤️	زړه, سور زړه
🧡	نارنجی, نارنجی زړه
💛	ژیړ, ژیړ زړه
💚	شین, شین زړه
💙	اسماني, اسماني زړه
💜	بنفش, بنفش زړه
🤎	زړه, نسواري, نسواري زړه
🖤	بد, تور, تور زړه, شر
🤍	زړه, سپين, سپين زړه
💯	100, بشپړه, سل, سل ټکي, نمرې
💢	د قهر نښه, قهر, لیونۍ, مسخره
💥	بوم, تکړ, مسخر, ټکر
💫	ستورۍ, سربدال, مسخره
💦	خوله, خولو څاڅکی, لري کول, مسخره
💨	لري, لري کول, مسخره, منډه وهل
🕳️	سورۍ
💣️	بم, مسخره
💬	بیان, بیان پوګاڼه, خبري, مسخره, پوګاڼه
👁‍🗨	سترګه, شاهد, غږ پوقاڼه, غږ پوقاڼه کې سترګه, غږ پوګاڼه کې سترګه
🗨️	بیان, خبري, د بیان چپه پوګاڼه
🗯️	قهر, لیونۍ, پوګاڼه, ښې خوا قهر پوګاڼه, ښې خوا قهرپوګاڼه
💭	د خبرو پوقانه, فکر, مسخره l, پوګاڼه
💤	zzz, خوب, مسخره
👋	خورول, خوځول, لاس, لاس خورول
🤚	اوچت, لاس شاخوا, لاس شاخوا اچوتول
🖐️	لاس, پنجه, ګوته
✋	اوچت لاس, لاس
🖖	لاس, ټوپ, ښه, ښه راغلاست, ګوتي
🫱	لاس, ښي, ښي لاس, ښي لاس ته
🫲	لاس, کی, کیڼ اړخ ته, کیڼ لاس
🫳	بو, غورځول, ورغوې ښکته اړخ لاس, ګوښه کول
🫴	اشاره, راځئ, نیول, ورغوس پورته لاس, وړاندیز
👌	اوکی, اوکی لاس, لاس
🤌	تفتيش, تنزيه, د لاس اشاره, چونګ, چونګ ګوتې, ګوتې
🤏	سکونډونکی لاس, کوچنی مقدار
✌️	v, بریا, د بریا نښه, لاس
🤞	بخت, لاس, متقاطع, متقاطع ګوتي, ګوتي
🫰	د شاخص د ګوتو او ګوتو سره لاس تېر شو, زړه, سنیپ, مینه, پیسې, ګران
🤟	ILY, د مینې اشاره, لاس
🤘	دوشاخ, دوشاخه, لاس, مست, ګوتي
🤙	زنګ, زنګ وهلو اشاره, لاس
👈️	اشاره, د لاس شا, شهادت ګوته, لاس, په چپ لاس په شهادت ګوته اشاره کول, ګوته
👉️	اشاره, د لاس شا, شهادت ګوته, لاس, په ښي لاس په شهادت ګوته اشاره کول, ګوته
👆️	شهادت ګوته, شهادت ګوته لاس شاخوا پورته نیول, شهادت ګوته پورته نیول, لاس, پورته, ګوته
🖕	لاس, منځنې ګوته, ګوته
👇️	اشاره, شهادت ګوته, لاس, لاس شاخوا, لاندي, په شهادت ګوته لاس شاخوا لاندي اشاره کول, ګوته
☝️	شهادت ګوته, شهادت ګوته پورته نیول, لاس, پورته, ګوته
🫵	point, you, شاخص لیدونکی ته اشاره کول
👍️	+1, غټه ګوته, لاس, پورته, ډیر ښه
👎️	+1, غټه ګوته, لاس, ډیر بد
✊	سوک, لاس, موټي, موټۍ پورته نیول
👊	سوک, لاس, مخامخ موټۍ, موټۍ
🤛	موټۍ, چپ خوا, چپ موټۍ
🤜	موټۍ, ښۍ خوا, ښۍ موټۍ
👏	لاس, لاسونه پړکول, پړکول
🙌	اشاره, اوچت, لاس, لاسونه اوچتول, لاسونه اوچول, لمانځل, هوری
🫶	زړه لاسونه, مینه
👐	خلاص, خلاص لاسونه, لاس
🤲	عبادت, لپه لاسونه
🤝	خوځول, ستړې مشي, لاس, ملاقات, موافقه
🙏	اشاره, بند, عبادت, غوښتل, لاس, مننه, مننې لاسونه, مهربانی, پوښتنه
✍️	لاس, لیکل, لیکونکې لاس
💅	رنګ, مانیکیور, نوک, نوکانو رنګ, پاملرنه, کاسمټکیس
🤳	سيلفي, فون, کامره
💪	انعطاف, انعطافی مټې, عضلي, مسخره, مټې
🦾	لاسرسی, مصنوعي اندام, ميخانيکي مټ
🦿	لاسرسی, مصنوعي اندام, ميخانيکي پنډۍ
🦵	اندام, لته, پنډۍ
🦶	لته, په موټي وهنه, پښه
👂️	بدن, غوږ
🦻	غوږ د اورېدنې د مرستې سره, لاسرسی, په غوږونو کوڼ
👃	بدن, پوزه
🧠	ذکاوت, مغز
🫀	د زړه درزا, د زړه عضو, د زړونو پوهه, درزا, عضو, مرکز
🫁	سا اخيستل, سا راکښل, سا ويستل, سګي, عضو
🦷	دندان ساز, غاښ
🦴	هډوکی, ډهانچه
👀	سترګي, سرتګه, مخ
👁️	بدن, سترګه
👅	بدن, ژبه
👄	خوله, شونډي
🫦	اعصاب, اندیښنه, د ټي کولو شونډی, نا ارامه, ناز وهنه, ویره
👶	ځوان, کوچنی
🧒	بې پلوه جنسیت, غیرمعین جنس, ماشوم, ځوان
👦	هلک, ځوان
👧	د وږي مياشت, زېږگه, نجلۍ, ځوان
🧑	بالغ, شخص, نامعلومه جنس, نرښځۍ
👱	د زيړ ويښتانو, د زيړ ويښتانو شخص, شخص: د سرو ويښتانو, وېښتان
👨	سړی
🧔	سړی, سړی: ږيره, شخص, ږيره
🧔‍♂	سړی, سړی: ږیره, ږیره
👱‍♂	د زېړ ويښتانو, د زېړ وېښتانو سړی, سړی, سړی: د زيړ وېښتانو, وېښتان
👩	ښځه
🧔‍♀	ږیره, ښځه, ښځه: ږیره
👱‍♀	د زېړ ويښتانو ښځه, زېړ ويښتان, ويښتان, ښځه, ښځه: د زېړ وېښتانو
🧓	بالغ, زوړ, زوړ شخص, نامعلومه جنس, نر ښځۍ
👴	بالغ, زوړ, زوړ سړی, سړی
👵	بالغ, زوړ, زړه ښځه, ښځه
🙍	اشاره, شخص وروځې راغورځوي, وروځې روغورځول
🙍‍♂	اشاره, سړی, سړی وروځې راغورځوي, وروځې راغورځول
🙍‍♀	اشاره, وروځې راغورځول, ښځه, ښځه وروځې راغورځوي
🙎	اشاره, تندی کوت کول, شخص تندی کوت کوي
🙎‍♂	اشاره, تندی کوت کول, سړی, سړی تندی کوت کوي
🙎‍♀	اشاره, تندی کوت کول, ښځه, ښځه تندی کوت کوي
🙅	اشاره, شخص د نه اشاره کوي, لاس, ممنوع, منع کول
🙅‍♂	اشاره, سړی د نه اشاره کوي, لاس, ممنوع, منع کول
🙅‍♀	اشاره, لاس, ممنوع, منع کول, ښځه د نه اشاره کوي
🙆	اشاره, او کی, شخص د او کی اشاره کوي, لاس
🙆‍♂	اشاره, او کی, سړی, سړی د او کی اشاره کوي, لاس
🙆‍♀	اشاره, او کی, لاس, ښځه, ښځه د او کی اشاره کوي
💁	شخص لاس ښايي, لاس, لاس ښوول, مرسته, معلومات
💁‍♂	ساسي, سړی, سړی لاس ښايي, لاس ښوول
💁‍♀	ساسي, لاس ښوول, ښځه, ښځه لاس ښايي
🙋	اشاره, اوچت کړي, خوشاله, شخص لاس اوچتوي, لاس
🙋‍♂	اشاره, سړی, سړی لاس اوچتوي, لاس اوچتول
🙋‍♀	اشاره, لاس اوچتول, ښځه, ښځه لاس اوچتوي
🧏	اورېدل, غوږ, لاسرسی, کوڼ, کوڼ شخص
🧏‍♂	سړی, کوڼ, کوڼ سړی
🧏‍♀	ښځه, کڼه, کڼه ښځه
🙇	اشاره, بخښنه, شخص ښکته کيږي, شخص ښکته کيږې, معذرت, ښکته کېدل
🙇‍♂	اشاره, بخښنه, سړی, سړی ښکته کيږي, مرسته, معذرت, ښکته کېدل
🙇‍♀	اشاره, بخښنه, معذرت, ښځه, ښځه ښکته کيږې, ښکته کېدل
🤦	بې زړه کيدل, بې يقيني, شخص مخ ته لاس نيولي, شخص مخ ته لاس نيولی, مخ ته لاس نيول, ورغوی
🤦‍♂	بې زړه کيدل, بې يقيني, سړي مخ ته لاس نيولی, سړی, مخ ته لاس نيول
🤦‍♀	بې زړه کيدل, بې يقيني, مخ ته لاس نيول, ښځه, ښځې مخ ته لاس نيولی
🤷	اوږې وهل, بې توپيرتوب, شخص اوږې پورته کوي, شک, ناپوهي
🤷‍♂	اوږې وهل, بې توپيرتوب, سړی اوږې پورته کوي, شک, ناپوهي
🤷‍♀	اوږې وهل, بې توپيرتوب, شک, ناپوهي, ښځه اوږې پورته کوي
🧑‍⚕	تهراپسټ, روغتيا ساتنه, روغتيايي کارمند, نرس, ډاکټر
👨‍⚕	تهراپسټ, د روغتيا پاملرنه, سړی روغتيايي کارکوونکی, نرس, ډاکټر
👩‍⚕	تهراپسټ, د روغتيا پاملرنه, نرس, ډاکټر, ښځه روغتيايي کارکوونکي
